OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,osm_id,latitude,longitude
52365,MOORES SUPER STORE,US-43/US-278/SR-171,Hamilton,AL,615,3.799,110690.0,34.006769,-87.933711
52366,ALMA TRAVEL MART,"I-40, EXIT 13 & US-71",Alma,AR,645,3.33233333,111568.0,35.4901947,-94.2206909
52367,DOSWELL TRUCK STOP,"I-95, EXIT 98 & SR-30",Doswell,VA,180,2.899,158646340.0,37.8418789,-77.4510254
52384,PILOT TRAVEL CENTERS #337,"I-95, EXIT 164 & US-52",Florence,SC,46,3.349,194144.0,34.229994,-79.7988897
52385,Flying J Travel Plaza #696,"I-71, EXIT 131",Sunbury,OH,315,3.719,182694.0,40.271597,-82.927078
52387,MARATHON,"I-55, EXIT 265 & SR-4",Senatobia,MS,435,3.199,7158962.0,34.6227757,-89.952083
52388,FLYING J TRAVEL PLAZA #711,"I-85, EXIT 102",Blacksburg,SC,46,3.429,192209.0,35.1375835,-81.5162024
52393,CASEYS #3004,SR-15 & CR-52,Truman,MN,425,3.299,137134.0,43.8272087,-94.4281029
52400,PILOT TRAVEL CENTERS #324,"I-94/US-41, EXIT 329",Franksville,WI,444,3.889,153497629.0,42.7749127,-87.953703
52401,LOVES TRAVEL STOP #267,"I-40, EXIT 107 & SR-95",Morrilton,AR,695,3.36066666,6681772.0,35.174533,-92.739032
52402,FLYING J TRAVEL PLAZA #665,"I-20, EXIT 3 & SR-79",Greenwood,LA,745,3.14566666,132045.0,32.4466715,-93.9767747
52403,FLYING J TRAVEL PLAZA #676,"I-10, EXIT 31",Gulfport,MS,733,3.14566666,3884324.0,30.4232036,-89.14507
52404,PETRO WELLS,"I-80, EXIT 352",Wells,NV,835,3.73233333,170112.0,41.098441,-114.952074
52405,FLYING J TRAVEL PLAZA #636,"I-80, EXIT 292",Davenport                               ,IA,270,3.87233333,129013.0,41.5999819,-90.610992
52411,SAPP BROS TRAVEL CENTER,"I-215, EXIT 21",Salt Lake City,UT,835,3.399,198770.0,40.7365382,-111.9491469
52414,Mobil dba ONE9 #1341,"I-5, EXIT 208",Arlington,WA,977,3.799,237216.0,48.1904354,-122.2054396
52421,SHEETZ #194,"I-80, EXIT 97",Falls Creek,PA,14,3.30733333,188768.0,41.145355,-78.78212
52422,KWIK TRIP #674,"I-94, EXIT 45 & US-12/SR-29",Menomonie,WI,295,3.499,251653.0,44.9048875,-91.8609065
52423,PILOT TRAVEL CENTER #908- TOWN PUMP,"I-15 & I-90, EXIT 122",Butte,MT,816,3.56566666,6840978.0,46.007446,-112.6176648
52426,J MART #322,"I-65, EXIT 322",Falkville,AL,615,3.199,110125.0,34.362856,-86.891239
52427,PILOT TRAVEL CENTERS #340,"I-80, EXIT 46",Fernley,NV,966,3.91566666,170105.0,39.6166271,-119.2703683
52428,PILOT TRAVEL CENTERS #338,"I-26, EXIT 115 & US-321",West Columbia,SC,135,3.499,193992.0,33.9350235,-81.0809028
52430,CHEVRON FOOD MART,"I-75, EXIT 350 & SR-2",Ringgold,GA,285,2.859,119549.0,34.9322387,-85.154523
52431,WOODBINE TRAVEL CENTER,"I-95, EXIT 14",Woodbine,GA,75,3.03233333,119847.0,30.9398815,-81.6861644
52438,NEW MADRID,"I-55, EXIT 52/SR-P",New Madrid,MO,275,3.269,1180518.0,36.6743417,-89.5384653
52439,CIRCLE K #2723395,US-11,Hattiesburg,MS,620,3.199,253879.0,31.3100684,-89.3134869
52441,PILOT #6990,"I-95, EXIT 106",Kenly,NC,205,3.709,180346.0,35.5759108,-78.1509277
52452,PLAINVIEW TRAVEL PLAZA,"US-41, EXIT 113 & SR-26",Oshkosh,WI,444,3.199,251389.0,43.9554095,-88.5831947
52454,PILOT TRAVEL CENTERS #6,"I-70, EXIT 178 & SR-209",Cambridge,OH,315,3.509,182907.0,39.9981317,-81.5734783
52455,LOVES TRAVEL STOP #266,"I-35, EXIT 32",Ardmore,OK,253,3.649,185112.0,34.1881986,-97.1657822
52456,PILOT TRAVEL CENTERS #317,"I-44, EXIT 4 (ST 435)",Joplin,MO,277,3.41233333,141747.0,37.0817643,-94.3655195
52458,PILOT TRAVEL CENTERS #332,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.239,111138.0,34.7841798,-92.1337742
52458,PILOT TRAVEL CENTER #332,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.237,111138.0,34.7841798,-92.1337742
52461,FLORENCE VALERO,US-130,Burlington                              ,NJ,160,3.13566666,963152.0,40.107053,-74.782068
52463,PILOT TRAVEL CENTERS #341,"I-15, EXIT 48",North Las Vegas,NV,910,3.69566666,170118.0,36.2358982,-115.1069983
52465,FLYING J TRAVEL PLAZA #605,"I-40, EXIT 84",Russellville,AR,695,3.369,111594.0,35.2849371,-93.0962907
52466,FLYING J TRAVEL PLAZA #784,"I-95, EXIT 100 & SR-272",North East,MD,22,4.199,133647.0,39.6286177,-75.962989
52467,FLYING J TRAVEL PLAZA #712,"I-20, EXIT 70",Columbia,SC,135,3.43233333,194000.0,34.06645,-81.0222908
52468,FLYING J TRAVEL PLAZA #703,"I-40, EXIT 140",Oklahoma City,OK,483,3.309,185048.0,35.4600757,-97.6953221
52469,LOVES TRAVEL STOPS #269,US-287/US-82/SR-79 & US-281,Wichita Falls,TX,770,3.149,113890.0,33.8567378,-98.4856356
52469,LOVES TRAVEL STOP #269,US-287/US-82/SR-79 & US-281,Wichita Falls,TX,770,3.123,113890.0,33.8567378,-98.4856356
52470,QUIKTRIP #562,"I-80, EXIT 136",Des Moines,IA,320,3.04733333,128653.0,41.6493816,-93.609191
52471,FLYING J TRAVEL PLAZA #695,"I-75, EXIT 135",Beaverdam,OH,411,3.33066666,182719.0,40.8290586,-83.963734
52472,FLYING J TRAVEL PLAZA #708,"I-81, EXIT 52",Carlisle,PA,70,4.109,188276.0,40.235368,-77.1265971
52473,FLYING J TRAVEL PLAZA #743,"I-15, EXIT 222",Nephi,UT,835,3.71566666,198943.0,39.6776851,-111.8457359
52474,PILOT TRAVEL CENTERS #17,"I-94, EXIT 104",Battle Creek,MI,406,3.959,134475.0,42.2998235,-85.0816692
52474,PILOT TRAVEL CENTERS #17,"I-94, EXIT 104",Battle Creek,MI,406,3.999,134475.0,42.2998235,-85.0816692
52474,PILOT TRAVEL CENTERS #17,"I-94, EXIT 104",Battle Creek,MI,406,3.979,134475.0,42.2998235,-85.0816692
52477,PETRO FARGO #361,"I-94, EXIT 348",Fargo,ND,341,3.499,181552.0,46.847664,-96.8562207
52479,PETRO CARNESVILLE #377,"I-85, EXIT 160",Carnesville,GA,16,3.154,119488.0,34.3450355,-83.3224034
52482,KING TRAVEL PLAZA,"I-95, EXIT 6",Kingsland,GA,75,3.109,119845.0,30.8199213,-81.6652293
52483,FLYING J TRAVEL PLAZA #659,"I-70, EXIT 253",Salina,KS,523,3.77233333,129645.0,38.8845956,-97.5886062
52484,KWIK STAR #303,"I-80, EXIT 201 & US-21",Brooklyn,IA,380,3.129,128863.0,41.695478,-92.357325
52510,Valero,SR-9,Maysville                               ,KY,312,3.599,130819.0,38.707342,-83.954976
52511,JOES JUNCTION #9,"I-65, RAYMOND EXIT",Indianapolis,IN,375,3.459,18438530.0,39.9872439,-86.4027204
52512,LOVES TRAVEL STOPS #270,"I-20, EXIT 349",Ranger,TX,575,3.189,11842256.0,32.4365255,-98.7026945
52512,LOVES TRAVEL STOP #270,"I-20, EXIT 349",Ranger,TX,575,3.213,11842256.0,32.4365255,-98.7026945
52514,FLYING J TRAVEL PLAZA #671,"I-55, EXIT 58",Matthews,MO,275,3.239,141672.0,36.762167,-89.538218
52516,FLYING J TRAVEL PLAZA #612,"I-40, EXIT 255",Winslow,AZ,930,3.624,6836388.0,35.0210884,-110.6795196
52517,STRIPES 7FLEET #42562,US-84 & US-385,Littlefield,TX,700,3.199,6595906.0,33.9038261,-102.3262733
52527,PETRO STOPPING CENTER #323,"I-75, EXIT 368",Reddick,FL,225,3.35233333,1217257.0,29.4100838,-82.2501233
52528,QUIKTRIP #150,"I-70, EXIT 28",Oak Grove,MO,400,2.959,140781.0,39.0161984,-94.1329544
52529,BIG SKY TRUCK STOP,"I-15, EXIT 56 N",Dillon,MT,786,3.689,142478.0,45.3744763,-112.7073047
52531,FLYING J FUEL STOP #768,"I-435, EXIT 57",Kansas City,MO,400,3.38233333,141008.0,39.1337159,-94.4991228
52534,LEES FOOD MART #1122,"I-75, EXIT 122 & SR-61",Clinton,TN,405,2.969,197316.0,36.1697743,-84.0846764
52535,PWI #115,"I-45, EXIT 178",Buffalo,TX,765,2.899,6603568.0,31.4611785,-96.0846223
52537,TA Express Osseo #431,"I-94, EXIT 88",Osseo,WI,448,3.469,251769.0,44.5750544,-91.2016971
52539,PILOT TRAVEL CENTERS #331,"I-285 , EXIT 51",Atlanta,GA,18,3.599,119557.0,33.6861956,-84.307169
52539,PILOT TRAVEL CENTER #331,"I-285 , EXIT 51",Atlanta,GA,18,3.599,119557.0,33.6861956,-84.307169
52541,PANTRY TRUCKSTOP,US-2/US-41,Rapid River,MI,360,3.499,153755780.0,45.9052742,-86.9926531
52541,PANTRY TRUCKSTOP,US-2/US-41,Rapid River,MI,360,3.319,153755780.0,45.9052742,-86.9926531
52541,PANTRY TRUCKSTOP,US-2/US-41,Rapid River,MI,360,3.399,153755780.0,45.9052742,-86.9926531
52542,FLYING J TRAVEL PLAZA #624,"I-75, EXIT 285 & SR-52",San Antonio,FL,225,3.599,1216828.0,28.3310393,-82.3243186
52546,CIRCLE K #2723910,US-84 & US-27,Bainbridge,GA,20,3.599,119555.0,30.9192159,-84.6002722
52548,Henderson Fuel Mart,"I-80, EXIT 342",Henderson                               ,NE,350,2.899,169710.0,40.8210133,-97.8127654
52549,SPEEDWAY #3328,"I-77, EXIT 159 A",Cleveland,OH,305,3.799,182130.0,41.4974172,-81.6755385
52550,PILOT TRAVEL CENTERS #404,"I-24, EXIT 81 SE",Murfreesboro,TN,460,3.47233333,197137.0,35.6281136,-86.2442492
52551,PILOT TRAVEL CENTERS #374,"I-10, EXIT 142 & SR-71",Marianna,FL,20,3.599,1216770.0,30.7225209,-85.191399
52551,PILOT TRAVEL CENTER #374,"I-10, EXIT 142 & SR-71",Marianna,FL,20,3.599,1216770.0,30.7225209,-85.191399
52552,FLYING J TRAVEL PLAZA #672,"I-49/US-71, EXIT167 & CR-J",Peculiar,MO,400,3.42233333,141074.0,38.7206835,-94.4525821
52553,FLYING J TRAVEL PLAZA #689,"I-40, EXIT 153",Albuquerque,NM,580,3.549,171262.0,35.088407,-106.74177
52557,SPRINT MART #40,US-72 & SR-247,Tuscumbia,AL,615,3.189,2982776.0,34.72217,-87.812418
52558,LOVES TRAVEL STOP #271,"I-40, EXIT 37 & US-219",Ozark,AR,695,3.39233333,111126.0,35.5170762,-93.8290794
52562,MOBIL,"I-87, EXIT 36                 ",Plattsburgh                             ,NY,39,3.799,175544.0,44.65367,-73.483013
52563,FLYING J TRAVEL PLAZA #631,"I-75, EXIT 2",Lake Park,GA,20,3.32233333,119604.0,30.6387738,-83.1846003
52564,FLYING J TRAVEL PLAZA #669,"I-44, EXIT 11A & US-71/SR-249 & SR-FF",Joplin,MO,277,3.41233333,141747.0,37.059305,-94.432945
52565,PILOT TRAVEL CENTERS #377,"I-35, EXIT 13",Laredo,TX,693,3.599,113253.0,27.6902769,-99.4598129
52566,YUMM,"I-35, EXIT 8",Laredo,TX,598,2.87566666,113253.0,27.6174006,-99.4917583
52575,PILOT TRAVEL CENTERS #775,"I-15, EXIT 4",Saint George,UT,910,3.67566666,198918.0,37.0647309,-113.5841499
52577,PILOT TRAVEL CENTER #329,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,319,3.659,128357.0,41.2320659,-95.904136
52577,PILOT TRAVEL CENTERS #329,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,319,3.659,128357.0,41.2320659,-95.904136
52580,LOVES TRAVEL STOP #405,"I-95, EXIT 29",Brunswick,GA,75,3.321,119696.0,31.1332477,-81.5776764
52580,LOVES TRAVEL STOPS #405,"I-95, EXIT 29",Brunswick,GA,75,3.389,119696.0,31.1332477,-81.5776764
52581,TA WILLCOX TRAVEL CENTER,"I-10, EXIT 340",Willcox,AZ,980,3.28233333,1989023349.0,32.2621427,-109.8470374
52582,JRs Oasis,SR-50,Yankton,SD,572,3.149,194882.0,42.881263,-97.160677
52585,SUPERPUMPER #22,"I-94, EXIT 42",Belfield,ND,807,3.529,181696.0,46.8969557,-103.1848193
52587,PILOT TRAVEL CENTERS #380,"I-81, EXIT 25 & I-90, EXIT 36",Liverpool,NY,220,4.159,174912.0,43.0893742,-76.1670186
52588,STRIPES #42564,US-87,Lubbock,TX,700,3.199,115401.0,33.8440734,-101.8472154
52591,FLYING J TRAVEL PLAZA #749,"I-95, EXIT 104",Ruther Glen,VA,180,3.619,158349522.0,37.9327371,-77.4677911
52594,PILOT TRAVEL CENTERS #348,"I-70, EXIT 32B",Bentleyville,PA,165,4.109,187249.0,40.1314622,-79.9912041
52597,7-ELEVEN #40278,"I-81, EXIT 44 & I-76",Plainfield,PA,70,3.96733333,189103.0,40.1860274,-77.2344245
52601,LOVES TRAVEL STOP #236,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.22066666,111138.0,34.7841798,-92.1337742
52603,CASEYS #3364,US-281 & SR-200,Carrington,ND,341,3.439,181463.0,47.4584501,-99.11739
52605,PILOT TRAVEL CENTER #39,"I-57, EXIT 335",Monee,IL,290,3.559,125783.0,41.4309921,-87.7593747
52605,PILOT TRAVEL CENTERS #39,"I-57, EXIT 335",Monee,IL,290,3.459,125783.0,41.4309921,-87.7593747
52605,PILOT TRAVEL CENTERS #39,"I-57, EXIT 335",Monee,IL,290,3.399,125783.0,41.4309921,-87.7593747
52605,PILOT TRAVEL CENTER #39,"I-57, EXIT 335",Monee,IL,290,3.399,125783.0,41.4309921,-87.7593747
52605,PILOT TRAVEL CENTER #39,"I-57, EXIT 335",Monee,IL,290,3.439,125783.0,41.4309921,-87.7593747
52607,PILOT TRAVEL CENTERS #409,"I-40, EXIT 172",Dickson                                 ,TN,460,3.19233333,1847621.0,36.0203894,-87.3324017
52608,PILOT #7971,"I-40, EXIT 133",Conover,NC,46,3.699,180155.0,35.7211164,-81.182972
52610,TA HARBORCREEK TRAVEL CENTER,"I-90, EXIT 35",Erie,PA,240,4.199,187550.0,42.1427004,-79.9166634
52615,PILOT TRAVEL CENTERS #4,"I-90, EXIT 151",Avon,OH,305,3.879,182301.0,41.4646996,-82.0517253
52618,PILOT TRAVEL CENTERS #63,"I-85, EXIT 35",Piedmont,SC,30,3.22233333,193755.0,34.713854,-82.498571
52620,GOODLAND 24/7 STORE,"I-70, EXIT 19",Goodland,KS,525,3.08733333,129699.0,39.3301146,-101.6850903
52621,CORNER MARKET #111,"I-70, EXIT 27",Goodland,KS,525,3.059,129699.0,39.3296762,-101.5435445
52622,STRIPES 7FLEET #42567,I-20,Stanton,TX,700,3.01566666,6587603.0,32.2100998,-101.5971229
52623,TA WILLINGTON TRAVEL CENTER,"I-84, EXIT 71",Willington,CT,100,5.199,11059518.0,41.9260606,-72.2561126
52624,PILOT TRAVEL CENTERS #390,"I-84, EXIT 188 & US-395",Stanfield,OR,982,3.469,186746.0,45.7635765,-119.2088116
52629,LOVES TRAVEL STOPS #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,977,3.889,7482975.0,47.0106333,-120.5982744
52629,LOVES TRAVEL STOP #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,977,3.829,7482975.0,47.0106333,-120.5982744
52629,LOVES TRAVEL STOP #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,977,3.949,7482975.0,47.0106333,-120.5982744
52629,LOVES TRAVEL STOP #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,977,3.889,7482975.0,47.0106333,-120.5982744
52630,PILOT TRAVEL CENTERS #386,"I-5, EXIT 263",Salem,OR,935,3.859,186479.0,45.0527897,-122.9712357
52632,LOVES TRAVEL STOP #451,"I-65, EXIT 95 & CR-500",Whiteland,IN,375,3.949,127343.0,39.5466158,-86.0386408
52633,PILOT TRAVEL CENTERS #57,"I-40 & I-85, EXIT 152",Mebane,NC,65,3.959,179973.0,36.0681644,-79.3079274
52634,PETRO STOPPING CENTER #362,"I-80, EXIT 353",York,NE,330,3.299,1425436.0,40.8215298,-97.5918268
52635,E EXPRESS at MLK,"I-40 & I-35, EXIT 127",Oklahoma City,OK,483,2.889,185048.0,35.4625866,-97.4806988
52636,LOVES TRAVEL STOP #414,"I-64, EXIT 25B & US-41",Haubstadt,IN,340,3.949,127742.0,38.1671361,-87.5424652
52638,STRIPES 7FLEET #42555,"I-20, EXIT 80 & SR-18",Monahans,TX,710,2.929,113808.0,31.573313,-102.8982684
52640,SPEEDWAY #8316,US-30 & US-41,Dyer,IN,290,3.649,127389.0,41.4908012,-87.4699308
52641,PILOT TRAVEL CENTERS #71,"I-95, EXIT 109",Port Wentworth,GA,195,3.37233333,119471.0,32.1961003,-81.1908629
52641,PILOT TRAVEL CENTER #71,"I-95, EXIT 109",Port Wentworth,GA,195,3.419,119471.0,32.1961003,-81.1908629
52642,One9 #61,"I-26, EXIT 52 & SR-56",Clinton,SC,30,3.099,194158.0,34.5081481,-81.8626341
52646,FLYING J TRAVEL PLAZA #619,"I-70, EXIT 285",Aurora,CO,800,3.39233333,112875.0,39.7684641,-104.7991775
52647,FLYING J TRAVEL PLAZA #699,"I-70, EXIT 122",Millersport,OH,315,3.44566666,182885.0,39.945,-82.595813
52648,Stripes #42566,US-67 & SR-158,Ballinger,TX,612,3.05566666,8058662.0,31.7389488,-99.9462146
52649,FLYING J TRAVEL PLAZA #623,"I-10, EXIT 192 & US-90",Midway,FL,20,3.799,117193.0,30.4880844,-84.4197197
52651,TA NEW BRAUNFELS TRAVEL CENTER,"I-35, EXIT 193",New Braunfels,TX,740,3.449,113600.0,29.732051,-98.0744206
52658,LOVES TRAVEL STOP #274,"I-40, EXIT 221 & SR-27",Okemah,OK,560,3.35566666,184972.0,35.4218529,-96.3040613
52659,LOVES TRAVEL STOP #276,"I-10, EXIT 20",Lordsburg,NM,640,3.45733333,171208.0,32.3545531,-108.7483552
52663,EXXON,"I-20/I-59, EXIT 17 & SR-28",Livingston,AL,705,2.979,13686049.0,32.6309191,-88.2054487
52669,COLUMBIA TRUCK STOP,US-46,Columbia,NJ,115,3.079,18406095.0,40.897489,-75.0712666
52675,PILOT TRAVEL CENTER #907- TOWN PUMP,"I-94, EXIT 138",Miles City                              ,MT,780,3.499,142440.0,46.3925859,-105.8269478
52678,STRIPES 7FLEET #42433,US-277,Bronte,TX,739,3.474,6587584.0,31.8906851,-100.2906068
52679,LOVES TRAVEL STOP #404,"I-295, EXIT 56 & I-95, EXIT 7",Bordentown,NJ,150,3.979,170924.0,40.1224527,-74.718227
52680,PILOT TRAVEL CENTER #91,"I-95, EXIT 329",Saint Johns,FL,75,3.424,1210689.0,30.0723908,-81.4988036
52680,PILOT TRAVEL CENTERS #91,"I-95, EXIT 329",Saint Johns,FL,75,3.499,1210689.0,30.0723908,-81.4988036
52684,KWIK STAR #348,US-30/US-67,Clinton,IA,270,3.624,1792163.0,41.88829,-91.0502722
52686,LOVES TRAVEL STOP #278,"I-40, EXIT 277",Joseph City,AZ,930,3.60733333,150935954.0,34.9544981,-110.3157665
52687,LOVES TRAVEL STOP #286,"I-10, EXIT 17",Quartzsite,AZ,930,3.949,18149837.0,33.6590983,-114.244459
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.699,126645.0,38.7279552,-89.913683
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.439,126645.0,38.7279552,-89.913683
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.379,126645.0,38.7279552,-89.913683
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.579,126645.0,38.7279552,-89.913683
52697,FLYING J TRAVEL PLAZA #747,"I-15, EXIT 261",Springville                             ,UT,835,3.76566666,198905.0,40.1935785,-111.6479552
60084,SUNSTOP #625,US-84,Ashford,AL,20,3.599,13779899.0,31.215323,-85.3608038
60106,SUNSTOP #619,US-84,Daleville,AL,720,3.399,110701.0,31.4032388,-85.987589
60114,SUNSTOP #606,US-84/SR-167,Enterprise,AL,20,3.699,110705.0,31.4032388,-85.987589
60136,HOBO PANTRY #18,US-431,Headland                                ,AL,20,3.599,110370.0,31.3413686,-85.3306078
60145,OCS QUICK STOP,US-43/SR-13,Mount Vernon                            ,AL,715,3.699,7435931.0,31.0156474,-88.0241836
60147,HOP-IN FOOD STORES,US-82 & SR-22,Maplesville,AL,720,3.399,13812614.0,32.7664751,-86.8782281
60191,PILOT #1180,"I-10, EXIT 94",Tonopah,AZ,930,3.899,688936770.0,33.4961686,-112.9308833
60191,PILOT TRAVEL CENTER #1180,"I-10, EXIT 94",Tonopah,AZ,930,3.899,688936770.0,33.4961686,-112.9308833
60206,TA EXPRESS #649,"I-25, EXIT 52",Walsenburg,CO,796,4.259,33133129.0,37.6605566,-104.7964069
60208,BERKSHIRE PETROLEUM,"I-91, EXIT 9",North Haven,CT,100,3.549,276422.0,41.3473894,-72.8678966
60220,ZELLWOOD TRUCK STOP,US-441,Zellwood,FL,140,3.499,7896545.0,28.8230959,-81.6859239
60224,SUNSTOP #419,US-19,Camilla,GA,20,3.499,119820.0,31.4425951,-84.1184255
60229,96 TRAVEL PLAZA,"I-16, EXIT 24",Jeffersonville                          ,GA,85,3.399,119849.0,32.6260685,-83.3747532
60230,CIRCLE K #2745152,US-19,Pelham,GA,20,3.499,119819.0,31.2314853,-84.1999435
60243,PETRO MART,"I-29, EXIT 112",Onawa,IA,527,3.15733333,128488.0,42.0220598,-96.128396
60245,STINKER #74,"I-84, EXIT 137",Bliss,ID,785,3.634,121375.0,42.938224,-114.984849
60248,METRO,"I-95, EXIT 12",Avenel                                  ,NJ,115,3.299,170787.0,40.5997096,-74.2316267
60250,ELIZABETH TRUCK STOP,"I-95, EXIT 13A & SR-81",Elizabethport,NJ,115,3.399,158898130.0,40.6704112,-74.1774377
60256,BOLLA MARKET,"I-84, EXIT 1",Montague,NJ,115,3.519,12026153.0,41.3544093,-74.6751857
60273,24-7,"I-70, EXIT 53 & SR-25",Colby,KS,525,3.05566666,130111.0,39.3649673,-101.050919
60280,JUMP START #9,"I-35, EXIT 4",South Haven,KS,570,3.069,130162.0,37.0601507,-97.3384497
60294,LITTLE CAPITOL EXXON,"I-10, EXIT 115",Breaux Bridge                           ,LA,600,3.899,131922.0,30.3164689,-91.8255621
60295,EXIT 80 TRAVEL PLAZA,"I-10, EXIT 80",Crowley                                 ,LA,730,3.109,131986.0,30.2357437,-92.3803452
60298,BEAU CHENE TRUCK STOP,"I-49, EXIT 11",Grand Coteau,LA,730,3.399,131571.0,30.4213964,-92.0553758
60313,WHITE MARSH TRUCK STOP,US-40,White Marsh                             ,MD,22,3.369,11380678.0,39.386224,-76.419873
60316,CIRCLE K #4707001,"I-95, EXIT 264 & SR-158",Sherman,ME,170,3.93233333,12200154.0,45.868871,-68.414965
60324,FUEL MART OF AMERICA,"I-75, EXIT 59",Detroit                                 ,MI,325,3.499,134591.0,42.453875,-83.095391
60326,SUNRISE CONVENIENCE STORE #29,"I-69, EXIT 184                ",Memphis                                 ,MI,325,3.559,134880.0,42.979198,-82.77401
60326,SUNRISE CONVENIENCE STORE #29,"I-69, EXIT 184                ",Memphis                                 ,MI,325,3.499,134880.0,42.979198,-82.77401
60333,LAKESHORE BP,US-2,Manistique,MI,287,3.499,135036.0,45.904277,-86.4901
60342,True North #254,US-31 & SR-37,Traverse City,MI,456,3.789,134757.0,44.6719691,-85.657163
60342,True North #254,US-31 & SR-37,Traverse City,MI,456,3.729,134757.0,44.6719691,-85.657163
60344,DORR TRUCK STOP,"US-131, EXIT 68",Wayland,MI,344,3.499,134773.0,42.726753,-85.673004
60347,KWIK TRIP #875,"I-90, EXIT 157, BRIDGE ST ENTRANCE",Albert Lea,MN,515,3.324,137598.0,43.688505,-93.36315
60358,PETRO SERVE USA #54,US-10,Glyndon,MN,341,3.449,137250.0,46.874135,-96.7839544
60372,FLYING W CONVENIENCE STORE,SR-96,Carthage                                ,MO,277,3.199,141754.0,37.198347,-94.272685
60373,FLYING J #571,"I-57, EXIT 12 & US-60",Charleston,MO,490,3.559,140702.0,36.9168246,-89.323147
60379,FAST LANE #50,US-54/SR-19,Laddonia,MO,540,3.15733333,140991.0,39.308405,-91.493915
60380,AMOCO,US-63/US-136,Lancaster,MO,320,3.249,140515.0,40.631422,-92.523538
60382,WINDSTARS #5101,"I-435, EXIT 57",Kansas City,MO,400,3.099,141008.0,39.1337159,-94.4991228
60383,CASEYS #4399,"I-70, EXIT 175",New Florence,MO,392,2.949,140833.0,38.9004658,-91.4600093
60392,Kangaroo Crossing #1107,"I-20, EXIT 68 & SR-43",Pelahatchie,MS,705,3.199,14024058.0,32.2967469,-89.7992053
60398,TOWN PUMP FOOD STORE #610,"I-90, EXIT 333",Livingston                              ,MT,786,3.644,142522.0,45.6445323,-110.5678136
60400,CAN AM C STORE,SR-16,Plentywood,MT,807,3.499,142554.0,48.8237369,-104.5702669
60416,MINUTEMAN FOOD MART #20,US-74 & US-76,Whiteville                              ,NC,245,3.46066666,180279.0,34.338706,-78.806062
60420,PUMP & PANTRY #35,US-183,Alma,NE,330,3.459,169657.0,39.987193,-99.328849
60426,BONS BONS MOBIL,US-3,Merrimack,NH,125,3.699,308152.0,42.9611263,-71.4796824
60434,ENRITE,US-9,Linden,NJ,79,3.34233333,170509.0,40.7087009,-74.1772736
60460,HAHN OIL,US-36,Coshocton                               ,OH,315,3.299,241687.0,40.307971,-81.927215
60463,Anna Truck Stop,"I-75, EXIT 99",Anna,OH,411,3.01566666,182707.0,40.391361,-84.160812
60471,FUEL MART #701,"I-480/I-271, EXIT 23 & SR-8",Bedford,OH,305,3.529,182107.0,41.365235,-81.5159786
60508,FEGLEY VALERO,SR-309,Tamaqua,PA,90,3.599,187760.0,40.9537679,-75.9776288
60513,CIRCLE K #2723873,US-17,Georgetown,SC,42,2.899,2532508.0,33.0338717,-79.6210752
60515,FLASH MARKET #302,SR-9 & SR-151,Pageland,SC,46,3.38566666,194057.0,34.7738761,-80.3833469
60519,CORNER PANTRY #25,US-14,Huron,SD,571,3.079,195122.0,44.370608,-98.438007
60539,SHELL,US-96 & SR-62/FM-1004,Buna,TX,610,3.10233333,151912250.0,30.4408944,-93.9696855
60540,CIRCLE K #2706340,"I-20, EXIT 533",Canton,TX,630,2.77566666,114029.0,32.5448213,-95.7640632
60554,CEFCO #2070,"I-27, EXIT 49",Plainview,TX,700,2.83233333,6595934.0,34.1931975,-101.750191
60565,CEFCO #2006,"I-40, EXIT 163",Shamrock,TX,585,3.099,6595941.0,35.2300991,-100.2552699
60579,SPEEDWAY #4633,US-220/US-221/US-460,Roanoke,VA,185,3.399,206561.0,37.222202,-79.968015
60587,BJS AUTO TRUCK PLAZA,SR-28,Rock Island,WA,970,4.099,237852.0,47.3824971,-120.2317552
60587,BJS AUTO TRUCK PLAZA,SR-28,Rock Island,WA,970,3.999,237852.0,47.3824971,-120.2317552
60589,RIVER COUNTRY PLAZA,"SR-29, EXIT 91",Cadott,WI,295,3.39733333,251905.0,44.937706,-91.140793
60590,DARLINGTON MINI MART,SR-23 & SR-81,Darlington,WI,420,3.399,251341.0,42.6678567,-90.1272128
